ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8055371.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/8852dd2a4ee991a4d99482e844d44381bc2e066d8afda7b295501696cba71f6e_20201104_143216.small.jpg)";550;20.0;2;Neukoelln;Hermannstr.;Hermannstr. Neukoelln Berlin;(52.4743213, 13.4276562)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7929369.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/13/a686f8a52c1d1a331a6e0d7520370de12c4ecef52cff51a3d11b489f5e96a5dd_HH36_Outside_front.small.jpg)";535;12.0;3;Kreuzberg;Heinrich-Heine-Strasse36;Heinrich-Heine-Strasse36 Kreuzberg Berlin;(52.5057895, 13.4121294)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.8372020.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/a48ac1588ad2f4c4d8181f05266bbe88e1a607c1ad3f4a335013f235e5113b08_IMG_5471.small.JPG)";490;14.0;4;Friedrichshain-Kreuzberg;Persiusstrasse14;Persiusstrasse14 Friedrichshain-Kreuzberg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof.7796969.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/c4060aaf39b9bfb3d0f29e7fbf165cea7dcbb9f4b1533ce8a19ef2360ac98592_WhatsApp_Image_2020_11_09_at_17.01.57.small.jpeg)";610;22.0;8;Tempelhof;Burgemeisterstrasse30;Burgemeisterstrasse30 Tempelhof Berlin;(52.4582, 13.37454)
"<a href=""/wg-zimmer-in-Berlin-Koepenick.8211473.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/34/18dc225c34078cb547f8886819a3dbd5712672b1256f8f3479c60c784c98ddc9_IMG_3823.small.JPG)";849;63.0;2;Koepenick;Puchanstr.26;Puchanstr.26 Koepenick Berlin;(52.454, 13.57744)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.7714365.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/48/777af8440469c07e1d121d878e88fbcbbfd7f8178f94fe8161a1a91e071b4151_PSX_20191203_103658.small.jpg)";385;14.0;5;Schoeneberg;Grunewaldstrasse48a;Grunewaldstrasse48a Schoeneberg Berlin;(52.4885611, 13.3381874)
"<a href=""/wg-zimmer-in-Berlin-Treptow.8364843.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/5a314d94b848b91111089e539376ba6a77b0c668574be9bc25dee3fa9e583548_160517185968168325357.small.JPEG)";480;25.0;2;Treptow;Baumschulenstrasse;Baumschulenstrasse Treptow Berlin;(52.46417040000001, 13.4853503)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8093219.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/26/3a7f8a127c7b1ace027351395f0a532d3f042399e6f668ccc0d5ffd00a6ad1f3_PHOTO_2020_07_02_10_52_01.small.jpg)";400;22.0;3;Schoeneberg;Kauschstr.12;Kauschstr.12 Schoeneberg Berlin;(52.46579999999999, 13.34524)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8143230.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/30/d68b1959e3b8a6696546facb14f207a5864c654e34623b504c3ba8ff835f0438_C6A7A396_FB09_4D9C_AED8_688E06F72042.small.jpeg)";440;26.0;3;Wedding;Fehmarnerstr8;Fehmarnerstr8 Wedding Berlin;(52.5400649, 13.3493905)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.6965647.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/65348349ee297e87e6cd9b4acc6d357baeb43e1e48f192bd4e4abf0da4f20a09_IMG_20201106_182957.small.jpg)";500;21.0;2;Friedrichshain;AmComeniusplatz;AmComeniusplatz Friedrichshain Berlin;(52.5123008, 13.4482589)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.6684911.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/93493ec68798e7a1c6dff26e0a755702d8d37f9e20639cf3ca44ec4adff8f184_IMG_20180519_162153.small.jpg)";499;11.0;3;PrenzlauerBerg;PrenzlauerPromenade160;PrenzlauerPromenade160 PrenzlauerBerg Berlin;(52.55911099999999, 13.4279258)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8364239.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/26651788be4db487ae01716f7a3d384f78f1b5799eda8967bea7c29967932691_c8fd868b_1625_433c_abfb_0c6d1b848501_1399513633s.small.jpg)";675;32.0;5;Schoeneberg;BambergerStrasse27;BambergerStrasse27 Schoeneberg Berlin;(52.48928, 13.33626)
"<a href=""/wg-zimmer-in-Berlin-Spandau.4919923.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/11/9ad2a64749199230_m1.sized.jpg)";480;20.0;3;Spandau;Genfenbergstr.4;Genfenbergstr.4 Spandau Berlin;(52.51726559999999, 13.1981513)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.8366138.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/cb288ae8920a3585b9d2a014d293c6020725ad1a5ac5e8f28881c028b417930c_WhatsApp_Image_2020_11_08_at_09.21.07.small.jpeg)";470;14.0;3;Steglitz;Halskestrasse;Halskestrasse Steglitz Berlin;(53.5196205, 10.0857989)
"<a href=""/wg-zimmer-in-Berlin-Baumschulenweg.8373261.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/b93d6b0c8979047e4bdca5db0533fdf4c497705857341d147eddae03a3e64bc3_Unknown.small.jpg)";450;25.0;2;Baumschulenweg;Baumschulenstrasse42;Baumschulenstrasse42 Baumschulenweg Berlin;(52.46254, 13.4836601)
"<a href=""/wg-zimmer-in-Berlin-Britz.8012711.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/21/881f933484021bab2bf4bf1ddbd27063b9f0b523f3680334f4a68eeddf4d6e08_IMG_20200525_201739.small.jpg)";450;16.0;2;Britz;Bruno-Taut-Ring;Bruno-Taut-Ring Britz Berlin;(52.4386993, 13.4501271)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8355872.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/d0ead0bde923ae842b8ec9e3dc7cd6623296fc174bd38b9c2cd63033c5ac58e0_wg5.small.jpg)";410;14.0;2;Kreuzberg;Manteuffelstr68;Manteuffelstr68 Kreuzberg Berlin;(52.4962196, 13.4239979)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.3255593.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/43/caabdba032555930_2eba016830632360_3_u_bahn_gross_kl_thumb.small.jpg)";500;24.0;2;Schoeneberg;ViktoriaLuisePlatz;ViktoriaLuisePlatz Schoeneberg Berlin;(52.4958154, 13.3419636)
"<a href=""/wg-zimmer-in-Berlin-Weissensee.7191599.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/09/7ba06b112e3d0b5af29fa94eec6d17d1a9de01e2dd18a48e970180be9f91d5b0_IMG_20190307_WA0019.small.jpg)";490;14.0;2;Weissensee;FalkenbergerStr.XX;FalkenbergerStr.XX Weissensee Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6003352.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/ec3728abf51a07748929407517db6a2d92c97a107edf7d2967b9b25c0f481c89_IMG_20201112_091810.small.jpg)";350;20.0;3;Kreuzberg;Boeckhstr.27;Boeckhstr.27 Kreuzberg Berlin;(49.0003679, 8.388308)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7233551.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/13/5b0d5015cac06478966f6a47b884fee9614a473f72d180a36f1e5a5707f23a4a_WhatsApp_Image_2018_02_20_at_21.36.18.small.jpeg)";600;15.0;3;Friedrichshain;Modersohnstr;Modersohnstr Friedrichshain Berlin;(52.5040725, 13.4576032)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8373216.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/1e8402f83dd8a4d9b5a5e8d457f1445ef5c21a880dcdb405b1abd77629919463_IMG_20201104_160749.small.jpg)";520;15.0;3;Friedrichshain;Niederbarnimstr.,27;Niederbarnimstr.,27 Friedrichshain Berlin;(52.5149538, 13.4602978)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8371369.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/0c78113ef38a572c990b8a89471523e58a170ca49df1336d781960b6da887b7b_160504276087987977786.small.JPEG)";550;13.0;2;PrenzlauerBerg;Kastanienallee;Kastanienallee PrenzlauerBerg Berlin;(52.5364525, 13.4074684)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8365439.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/86a705d5dab6738123c0ecfdaad49efeafb33dafbf70b9582a2c71138d9d6ea3_160476269231531566386.small.JPEG)";677;18.0;2;PrenzlauerBerg;Prenzlauerallee184;Prenzlauerallee184 PrenzlauerBerg Berlin;(52.54273999999999, 13.42575)
"<a href=""/wg-zimmer-in-Berlin-Karlshorst.7922816.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/13/91b69ee990f81f996d93a0108d44c5e5fccfcf5bbca4e09b0e13bc4265dc5fff_IMG_20200330_180636.small.jpg)";350;20.0;2;Karlshorst;naeheHTW;naeheHTW Karlshorst Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7062192.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/51/406143693d05d8e49f6b0e8c3b17cab36263d78351b478ae1e66ef7b3bfeffb8_v_relse.small.jpg)";450;15.0;2;Kreuzberg;Yorckstrasse;Yorckstrasse Kreuzberg Berlin;(52.49195659999999, 13.3776211)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8171915.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/6e0765bf4e172d4471ecd462d1b0c1d0d2d33937982c437a9196507a6cf1173d_16046653160555591310.small.JPEG)";550;18.0;3;Wilmersdorf;MansfelderStrasse39;MansfelderStrasse39 Wilmersdorf Berlin;(51.6148809, 11.4862844)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8373242.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";550;15.0;2;Charlottenburg;Knobelsdorffstr.;Knobelsdorffstr. Charlottenburg Berlin;(52.512974, 13.2868872)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8373205.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";490;10.0;2;Kreuzberg;EylauerStrasse;EylauerStrasse Kreuzberg Berlin;(52.4862658, 13.3749055)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.3082144.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/28/b433588b5f6380427f4291d22a99d3f819fe68f961240fbdb2d144fe186eb057_IMG_20190714_131036.small.jpg)";550;15.0;2;Neukoelln;Pfluegerstr;Pfluegerstr Neukoelln Berlin;(52.4906799, 13.4316514)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.6573329.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/40/d37b734ce5be3af8633434384d083dcaa4cbd81f04d3cfe19639b494d300f6e1_160214898896796777640.small.JPEG)";350;20.0;2;Wilmersdorf;KoblenzerStr.;KoblenzerStr. Wilmersdorf Berlin;(50.6812243, 7.161535)
"<a href=""/wg-zimmer-in-Berlin-Wedding.2245335.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/a121ebbd4429435715264a5c6f095aeb5f203395e220cbe78377cfba3ad15480_ca8dee99_9ff7_4317_b6fc_925192cd00f5.small.jpg)";350;23.0;3;Wedding;BiesentalerStrasse23;BiesentalerStrasse23 Wedding Berlin;(52.5370177, 13.505076)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8250273.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/840fdfab7771427377aeff4e4ef40d81383f4b5adffa57f064e6cb4d7bf6b107_20200914_130654.small.jpg)";550;17.0;2;Lichtenberg;Wotanstrasse;Wotanstrasse Lichtenberg Berlin;(48.1492881, 11.5034261)
"<a href=""/wg-zimmer-in-Berlin-Moabit.7540748.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/07e130bae20562b8a793f2c238f1266244b92b966cc310e53b2f260845a18d29_B46DC3A7_65AE_4FB5_81D0_1D2EFEC2589B.small.jpeg)";590;22.0;2;Moabit;Klarenbachstr.;Klarenbachstr. Moabit Berlin;(52.5267229, 13.3157054)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.4323263.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/07/f163991f43232630_img_0008.sized.jpg)";456;26.0;2;Lichtenberg;Buergerheimstr.25;Buergerheimstr.25 Lichtenberg Berlin;(52.51453650000001, 13.4915339)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8216561.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/34/365c6c7363c57a38e06af9bd4d7577f4471fce44c41f64bd629aeb1916c042db_159872187062562639516.small.JPEG)";600;25.0;2;Mitte;Rostockerstr.39;Rostockerstr.39 Mitte Berlin;(52.5300447, 13.3264648)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.6565110.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/20/5d6c8d9465651100_626ee7e7_b399_44d8_ba2a_1fb0d16d2d3d.small.jpeg)";520;26.0;4;Lichtenberg;Weitlingstrasse;Weitlingstrasse Lichtenberg Berlin;(52.50598609999999, 13.4958808)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6684965.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/1bcd73f6887544e003c838bb3f7e030e89a570edb0d00154c9fa8fa87eb654b5_20190524_161544.small.jpg)";650;24.0;4;Neukoelln;Kienitzer;Kienitzer Neukoelln Berlin;(52.4762287, 13.4278464)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7635876.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";20;12.0;3;Friedrichshain;Corinthstrasse64;Corinthstrasse64 Friedrichshain Berlin;(52.4988286, 13.464862)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.5993012.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/024c9a4ae651660584f1420d37749fd5711391c0b9f0cd4cdd94e48069378744_6D23C21F_D0DA_445B_A3F0_30C2A5B98F3A.small.jpeg)";595;25.0;2;Kreuzberg;Fuerbringerstrasse9;Fuerbringerstrasse9 Kreuzberg Berlin;(52.4932629, 13.394912)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.6482660.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/04/48ff47ec71e6c53199fc371f2d50c47f4a3d8d8ffb94cdf97fb6edac1ec0f230_IMG_20190201_122223.small.jpg)";560;17.0;4;Schoeneberg;Apostel-Paulus-Str.23;Apostel-Paulus-Str.23 Schoeneberg Berlin;(52.4877943, 13.3440912)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8372972.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/cbd446dc540fd71b379fdff3347a943ff491caacac28105b5ab22cda01121b1b_160512524165365336166.small.JPEG)";450;20.0;2;Neukoelln;Harzer39;Harzer39 Neukoelln Berlin;(52.4844921, 13.4496617)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8363386.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/db645c11ccfefac22c40b2df3be87646c51d2981e4f45d87e16bdf151375e6a6_RoomAna.small.jpeg)";620;20.0;4;Lichtenberg;Rupprechtstrasse,7;Rupprechtstrasse,7 Lichtenberg Berlin;(48.1475173, 11.5424903)
"<a href=""/wg-zimmer-in-Berlin-Oberschoeneweide.6277585.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/09/1aec77e974ea992f0ebba48e42674590285482ae70adc33d08c9df3c354319b8_1552224887870.small.JPEG)";450;20.0;3;Oberschoeneweide;Kilianistr.14;Kilianistr.14 Oberschoeneweide Berlin;(52.4631954, 13.517124)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.4863679.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/29/e660fd5b48636790_20160720_094942.small.jpg)";450;10.0;5;Friedrichshain;Weidenweg;Weidenweg Friedrichshain Berlin;(52.51798609999999, 13.4504639)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.6033382.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/11/12d3e88b60333820_gaestezimmer_2.small.jpg)";490;12.0;2;Charlottenburg;Kaiser-Friedrich-Str.;Kaiser-Friedrich-Str. Charlottenburg Berlin;(52.5126102, 13.3012527)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.4741212.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/b8f484a52588bea375aafe8c4223dccc734790fc3b1794b224dd70e2e398bafa_WhatsApp_Image_2020_11_08_at_22.39.29.small.jpeg)";500;14.0;3;Friedrichshain;Kinzigstrasse7;Kinzigstrasse7 Friedrichshain Berlin;(52.5139007, 13.4662022)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7360253.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/24/67716449831e1569c67c8eb2504d225d524c60307f5b96ea0955696760f556a7_IMG_20190620_063025.small.jpg)";500;20.0;2;Mitte;Ramlerstr;Ramlerstr Mitte Berlin;(52.547343, 13.393014)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.6273911.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/5851470f8eb68f0c5467b4bad9fc6f7a37a7897d73d817a81e1a91ff9edb3c7b_image2.small.jpeg)";500;16.0;3;Schoeneberg;Nollendorfstr.23;Nollendorfstr.23 Schoeneberg Berlin;(52.4972425, 13.3504224)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8029521.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/23/726d540e97a9c0acf97bdf0d94da3437869182b66bb95bca2ea54826d49dd6c1_MEINE_WOHNUNG_AM_HOHENZOLLERNDAMM_48__10713_BERLIN_WILMERSDORF_021.small.jpg)";380;17.0;2;Wilmersdorf;Hohenzollerndamm48;Hohenzollerndamm48 Wilmersdorf Berlin;(52.4884924, 13.3008729)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8338914.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/59f3c615868f5cb5de95da1a1f5c610609b66f602078d7936022f4d4adf0ccd2_Hochbettzimmer.small.jpg)";390;18.0;3;Wedding;Koloniestr.;Koloniestr. Wedding Berlin;(52.5605632, 13.3804002)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.4458946.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/21/41cb170744589460_img_3484.sized.jpg)";500;14.0;2;Neukoelln;Kiehlufer;Kiehlufer Neukoelln Berlin;(52.4831337, 13.4485908)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.5952192.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/04/6586e87d59521920_20170116_221647_1.small.jpg)";450;17.0;4;Schoeneberg;Kurfuerstenstrasse124;Kurfuerstenstrasse124 Schoeneberg Berlin;(52.5023805, 13.3504409)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8292089.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/39/142400f579bf2a68a6ac3ea329c54350a2d01db3ebbf003cbca33e09d70e6be9_IMG_20200929_142208.small.jpg)";400;13.0;4;Schoeneberg;Kurfuerstenstrasse124;Kurfuerstenstrasse124 Schoeneberg Berlin;(52.5023805, 13.3504409)
"<a href=""/wg-zimmer-in-Berlin-Buckow.6614436.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";1;15.0;2;Buckow;Lipschitzallee68;Lipschitzallee68 Buckow Berlin;(52.4255911, 13.4632529)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6298999.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/37/20d1717cf91ce0d4134071daa349cbe93533bb62e9e2fc453bd1d6e3aef5328b_IMG_20200827_114453.small.jpg)";95;12.0;3;Kreuzberg;skalitzerstrasse;skalitzerstrasse Kreuzberg Berlin;(52.4993227, 13.4276708)
"<a href=""/wg-zimmer-in-Berlin-Tiergarten.6905432.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/36/408db434f76d1fad9d51d25bde93bcc3674e6abdc6224f37d4dcd91fb843907b_1535995950332.small.JPEG)";600;24.0;2;Tiergarten;LuebeckerStr.44;LuebeckerStr.44 Tiergarten Berlin;(52.5277982, 13.345241)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8373128.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/4112cc38a405ce0c38b6727c47e29b41aadc2861238bc86bd74510f18fe6c1d5_20201111_154715_0_.small.jpg)";480;20.0;3;Mitte;Zionskirchstr.;Zionskirchstr. Mitte Berlin;(52.534015, 13.4050864)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8373144.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/5e19a689c2a09df2396364f6e372112b82251cb7ae14251c44932343ed9618ca_20180901_162039.small.jpg)";550;22.0;2;Wedding;Schulstr.;Schulstr. Wedding Berlin;(52.5502975, 13.3652958)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8373141.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/15e1196e80a0f6d5a6d9f4d25421df2e906302c6c70e309bb590769bbc3a1a8e_160513650626126160118.small.JPEG)";380;10.0;5;Neukoelln;Pannierstrasse56;Pannierstrasse56 Neukoelln Berlin;(52.4872181, 13.4305643)
"<a href=""/wg-zimmer-in-Berlin-Weissensee.8363540.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";415;18.0;4;Weissensee;Gustav-AdolfStrasse;Gustav-AdolfStrasse Weissensee Berlin;(49.4391325, 11.0372818)
"<a href=""/wg-zimmer-in-Berlin-Weissensee.8239323.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";425;13.0;4;Weissensee;Gustv-Adolf-Strasse;Gustv-Adolf-Strasse Weissensee Berlin;(49.4391325, 11.0372818)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8358887.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";345;13.0;4;Neukoelln;StuttgarterStr.;StuttgarterStr. Neukoelln Berlin;(48.6876365, 9.205575999999999)
"<a href=""/wg-zimmer-in-Berlin-Moabit.7367707.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/24/353f9e51dcc6fb016cd7c6df10d5b287891a2897514fc08e7763d59674c6fb74_B33D27A8548845E5A5A3B91AF8DDC64E.small.jpg)";475;18.0;6;Moabit;LuebeckerStr.17;LuebeckerStr.17 Moabit Berlin;(52.5290749, 13.3455908)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8273413.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";475;11.0;4;Neukoelln;Werrastrasse-;Werrastrasse- Neukoelln Berlin;(50.1198643, 8.6408007)
"<a href=""/wg-zimmer-in-Berlin-Wedding.6465698.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/50/7f59530764656980_img_1921.small.jpg)";350;15.0;2;Wedding;Hochstrasse44;Hochstrasse44 Wedding Berlin;(50.1159879, 8.6742952)
"<a href=""/wg-zimmer-in-Berlin-Koepenick.8273526.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";455;20.0;6;Koepenick;SeelenbinderStr;SeelenbinderStr Koepenick Berlin;(52.4554211, 13.5850313)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8211187.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/34/73a9aedf03d38c80ba272b9d02034adc4a12b41549b4891746245c33e64363e8_43631589e8884149f9233b7328d3d3b75ef2792a3bef69fed01e3563f6917d91_image5.large__2_.small.jpeg)";425;25.0;5;Wedding;NaheKurtSchumacherPlatz;NaheKurtSchumacherPlatz Wedding Berlin;(52.56342429999999, 13.326862)
"<a href=""/wg-zimmer-in-Berlin-Spandau.6733937.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/22/6ccbfe9ca4f71d1417622e505055d1d28d1ca5c660864b5add11ad11530cd023_IMG_20190606_123714.small.jpg)";400;18.0;3;Spandau;FalkenseerChaussee20;FalkenseerChaussee20 Spandau Berlin;(52.5473671, 13.1881038)
